Driver,Year,AvgFinish,Wins,DriverRating,Points,Sponsor_Cost,Social_Impressions,Brand_Mentions,Media_Value,Engagement_Value,ROI,Risk_Score,Return_Score,Risk_Return_Segment,Sponsor_Target_Score,Target_Rank,Sponsor_Target_Category
Aric Almirola,2012,20.0,0,73.6,868,133642,191543,5132,15323.44,12830.0,-0.7893368851109681,0.6509046829826959,0.12576691622731515,High Risk / Low Return,0.28813161182817715,610.0,Low Priority Target
Juan Pablo Montoya,2012,21.7,0,67.4,810,65379,184590,5514,14767.2,13785.0,-0.5632817877300051,0.5988937283551221,0.29198302361049366,High Risk / Low Return,0.3509537808813703,389.0,Low Priority Target
Bobby Labonte,2012,22.6,0,59.7,772,77766,118275,5520,9462.0,13800.0,-0.7008718463081552,0.6206098693124538,0.19081439606593484,High Risk / Low Return,0.3754172536064076,316.0,Low Priority Target
Regan Smith,2012,22.1,0,67.1,747,52563,217792,8940,17423.36,22350.0,-0.243320206228716,0.5913931780041981,0.5272476524796353,High Risk / Low Return,0.49714261785944464,76.0,Medium Priority Target
Kurt Busch,2012,23.2,0,71.0,735,86060,87953,1338,7036.24,3345.0,-0.8793720660004647,0.6354681799111895,0.05956492623293796,High Risk / Low Return,0.15969928118883744,987.0,Low Priority Target
Mark Martin,2012,15.2,0,93.2,701,113265,137403,4481,10992.24,11202.5,-0.8040459100339912,0.5921680610509263,0.11495151372397418,High Risk / Low Return,0.3220311286930187,492.0,Low Priority Target
Travis Kvapil,2012,25.7,0,51.0,638,53586,89391,2475,7151.28,6187.5,-0.7510771470160117,0.627953278435096,0.15389892833110022,High Risk / Low Return,0.2428536538009699,761.0,Low Priority Target
David Ragan,2012,27.0,0,49.2,622,66087,79695,3338,6375.6,8345.0,-0.7772542254906412,0.6527247221903528,0.13465117795020867,High Risk / Low Return,0.2977323111209032,579.0,Low Priority Target
Casey Mears,2012,27.2,0,54.5,612,73225,154175,6008,12334.0,15020.0,-0.6264390576988733,0.6620278630236001,0.24554409925621434,High Risk / Low Return,0.3430505428426244,419.0,Low Priority Target
David Gilliland,2012,27.3,0,49.8,605,79750,215995,8124,17279.6,20310.0,-0.5286570532915361,0.6697255418535244,0.31744225299402573,High Risk / Low Return,0.3792846628547998,300.0,Low Priority Target
Landon Cassill,2012,27.5,0,51.8,598,56643,190848,4508,15267.84,11270.0,-0.5314895044400897,0.6483773963912127,0.31535957930199143,High Risk / Low Return,0.29992068448037845,567.0,Low Priority Target
AJ Allmendinger,2012,22.6,0,74.5,453,77523,203256,8577,16260.48,21442.5,-0.5136542703455749,0.629784071703223,0.3284736529053043,High Risk / Low Return,0.426447927679752,183.0,Low Priority Target
Dave Blaney,2012,31.8,0,44.9,417,86727,70065,847,5605.2,2117.5,-0.9109539128529754,0.7227118992830617,0.03634310240054115,High Risk / Low Return,0.08649097943819961,1094.0,Low Priority Target
David Reutimann,2012,29.1,0,52.1,388,61005,209676,3435,16774.08,8587.5,-0.5842704696336366,0.6733452826050711,0.27655025060274296,High Risk / Low Return,0.24744768279344564,742.0,Low Priority Target
Brian Vickers,2012,13.3,0,89.1,250,115559,97704,2288,7816.32,5720.0,-0.8828622608364558,0.5907524601407476,0.05699862002543118,High Risk / Low Return,0.25359817568051995,716.0,Low Priority Target
David Stremme,2012,35.6,0,37.5,236,66029,107056,1399,8564.48,3497.5,-0.8173229944418362,0.7412437988570109,0.10518900310935733,High Risk / Low Return,0.10700787610765529,1079.0,Low Priority Target
Michael McDowell,2012,37.8,0,36.8,187,64226,59462,1153,4756.96,2882.5,-0.8810534674430915,0.7606123711445806,0.05832860815836296,High Risk / Low Return,0.09686436475325279,1087.0,Low Priority Target
J.J. Yeley,2012,37.1,0,33.5,166,78731,89148,3851,7131.84,9627.5,-0.787131625408035,0.7696077924112891,0.12738842216917312,High Risk / Low Return,0.25278872955201015,718.0,Low Priority Target
Josh Wise,2012,39.1,0,32.0,147,53390,166700,7989,13336.0,19972.5,-0.37612848848098895,0.7625103748870363,0.42959501840955605,High Risk / Low Return,0.3950584956302451,254.0,Low Priority Target
Ken Schrader,2012,32.8,0,36.2,146,55997,139456,3093,11156.48,7732.5,-0.6626787149311572,0.7086358267869388,0.21889743289991678,High Risk / Low Return,0.2164697152461355,837.0,Low Priority Target
Stephen Leicht,2012,35.6,0,32.6,126,62693,92182,1897,7374.56,4742.5,-0.8067238766688466,0.7411209482236136,0.11298243098748736,High Risk / Low Return,0.14296167632367668,1022.0,Low Priority Target
Scott Speed,2012,36.7,0,37.5,124,50541,92298,1956,7383.84,4890.0,-0.7571508280406007,0.7387721541900818,0.14943300993735165,High Risk / Low Return,0.1531874174407565,999.0,Low Priority Target
Terry Labonte,2012,20.8,0,55.3,94,71817,143333,3025,11466.64,7562.5,-0.7350329309216481,0.6184652040345334,0.16569608387466833,High Risk / Low Return,0.25515538947261845,711.0,Low Priority Target
Michael Waltrip,2012,20.8,0,70.9,94,87861,128955,1474,10316.4,3685.0,-0.8406414677729597,0.6346777332759984,0.08804315719779238,High Risk / Low Return,0.17520780007994846,954.0,Low Priority Target
Tony Raines,2012,33.9,0,35.5,71,63428,163565,7700,13085.2,19250.0,-0.4902062180740367,0.7282313542216365,0.3457147769473963,High Risk / Low Return,0.3871825098880532,275.0,Low Priority Target
Scott Riggs,2012,41.2,0,30.9,56,60258,147422,2734,11793.76,6835.0,-0.6908500116167148,0.7909838116325957,0.19818335332701192,High Risk / Low Return,0.15029778268049793,1006.0,Low Priority Target
Brendan Gaughan,2012,31.5,0,42.7,50,66044,96975,2598,7758.0,6495.0,-0.7841893283265702,0.7099564809043494,0.12955186450386105,High Risk / Low Return,0.20234783643852636,894.0,Low Priority Target
Boris Said,2012,27.0,0,49.2,34,79411,111162,1154,8892.960000000001,2885.0,-0.8516835199153768,0.6835517392377877,0.0799240439997317,High Risk / Low Return,0.13002148190445925,1043.0,Low Priority Target
Bill Elliott,2012,37.0,0,51.1,14,55469,143946,6379,11515.68,15947.5,-0.5048913807712416,0.7496924178839629,0.33491692010586493,High Risk / Low Return,0.34783274463510827,397.0,Low Priority Target
Hermie Sadler,2012,31.0,0,33.8,13,78854,101391,3979,8111.28,9947.5,-0.7709846044588734,0.719506433558145,0.13926116911936115,High Risk / Low Return,0.27204859637842954,667.0,Low Priority Target
Robby Gordon,2012,40.3,0,35.6,11,56256,107979,5168,8638.32,12920.0,-0.6167818543799772,0.7801916563344801,0.2526449466269315,High Risk / Low Return,0.3091933149814071,536.0,Low Priority Target
Mike Olsen,2012,33.0,0,34.8,11,60720,194558,8028,15564.64,20070.0,-0.41313175230566535,0.7191897265305788,0.4023868795767246,High Risk / Low Return,0.39170966823988246,264.0,Low Priority Target
Mike Skinner,2012,40.8,0,32.4,10,83937,76011,1713,6080.88,4282.5,-0.8765338289431359,0.8126801313468158,0.06165185424723897,High Risk / Low Return,0.10333198871183452,1081.0,Low Priority Target
Kelly Bires,2012,41.0,0,30.6,9,83598,80376,1600,6430.08,4000.0,-0.8752352927103519,0.8141619712331707,0.0626066552688042,High Risk / Low Return,0.09075658747204408,1092.0,Low Priority Target
Tomy Drissi,2012,38.0,0,31.6,6,51651,115638,4383,9251.04,10957.5,-0.6087483301388162,0.7550449039548677,0.2585519186147555,High Risk / Low Return,0.2754158982883136,657.0,Low Priority Target
Stacy Compton,2012,39.0,0,35.4,5,69194,197811,4859,15824.880000000001,12147.5,-0.595739804029251,0.7817760669653543,0.2681169609330911,High Risk / Low Return,0.23120864213281592,801.0,Low Priority Target
David Mayhew,2012,40.0,0,36.5,4,75051,180549,5894,14443.92,14735.0,-0.6112121090991459,0.7966984779990423,0.25674032598542224,High Risk / Low Return,0.2574722666382213,704.0,Low Priority Target
Patrick Long,2012,42.0,0,32.4,2,77386,151814,1556,12145.12,3890.0,-0.7927904272090559,0.8170657812584086,0.12322756042035146,High Risk / Low Return,0.07968226195405298,1100.0,Low Priority Target
Joe Nemechek,2012,39.0,0,31.8,0,59518,188286,2348,15062.880000000001,5870.0,-0.6482932894250478,0.7721460734738711,0.22947489590950582,High Risk / Low Return,0.15423201943662568,997.0,Low Priority Target
Elliott Sadler,2012,27.0,0,53.1,0,66184,176479,5544,14118.32,13860.0,-0.5772645956726702,0.6711897867192103,0.28170160136678496,High Risk / Low Return,0.32549773660303893,478.0,Low Priority Target
Danica Patrick,2012,28.3,0,46.3,0,83787,186213,6078,14897.04,15195.0,-0.6408507286333202,0.7006443586612141,0.23494733823925715,High Risk / Low Return,0.31150476910772606,534.0,Low Priority Target
Ricky Stenhouse Jr.,2012,26.5,0,62.2,0,71621,78884,3159,6310.72,7897.5,-0.801619357451027,0.6721967185188573,0.11673573416126512,High Risk / Low Return,0.2845690008346733,626.0,Low Priority Target
Trevor Bayne,2012,22.5,0,64.9,0,60028,52888,808,4231.04,2020.0,-0.8958645965216232,0.6245845075343918,0.0474381294657526,High Risk / Low Return,0.14894275049463546,1009.0,Low Priority Target
Mike Bliss,2012,39.5,0,32.7,0,62448,68395,2087,5471.6,5217.5,-0.8288319882141942,0.7795940302408744,0.09672655228696019,High Risk / Low Return,0.1599990023403851,984.0,Low Priority Target
Timmy Hill,2012,34.2,0,34.6,0,84051,65088,1157,5207.04,2892.5,-0.9036354118332918,0.7538598497163735,0.04172432479041541,High Risk / Low Return,0.10309407344002869,1082.0,Low Priority Target
Reed Sorenson,2012,39.2,0,31.1,0,80447,107615,1477,8609.2,3692.5,-0.8470831727721357,0.7950897874835661,0.08330663436650505,High Risk / Low Return,0.08434663018712388,1096.0,Low Priority Target
Sam Hornish Jr.,2012,19.4,0,75.7,0,148629,160458,4239,12836.64,10597.5,-0.8423313081565509,0.6862956765465293,0.08680063405226882,High Risk / Low Return,0.26644788829301624,679.0,Low Priority Target
Cole Whitt,2012,39.4,0,30.6,0,84501,60014,992,4801.12,2480.0,-0.9138339191252175,0.80098124326902,0.03422546189007537,High Risk / Low Return,0.06604598877582789,1106.0,Low Priority Target
Robert Richardson,2012,31.0,0,39.7,0,80254,184345,3478,14747.6,8695.0,-0.7078949335858649,0.7213050165849467,0.18565038851804963,High Risk / Low Return,0.21080968095954267,860.0,Low Priority Target
T.J. Bell,2012,31.4,0,35.9,0,68509,152842,3469,12227.36,8672.5,-0.6949326365878935,0.7130263884506185,0.1951814390217084,High Risk / Low Return,0.22192369363950332,821.0,Low Priority Target
Austin Dillon,2012,24.0,0,65.1,0,64472,128077,2609,10246.16,6522.5,-0.739907866981015,0.6425367266210282,0.162111590957155,High Risk / Low Return,0.22927397178476794,805.0,Low Priority Target
Chris Cook,2012,41.5,0,30.4,0,53471,189784,2562,15182.720000000001,6405.0,-0.59627237193993,0.7884714520663916,0.267725368944873,High Risk / Low Return,0.1604034118218443,982.0,Low Priority Target
Jason White,2012,31.0,0,36.8,0,80268,102874,1398,8229.92,3495.0,-0.8539278417302039,0.7213191636436216,0.07827381606814462,High Risk / Low Return,0.12254783681245084,1055.0,Low Priority Target
Jason Leffler,2012,37.8,0,33.3,0,58329,119087,2111,9526.960000000001,5277.5,-0.7461904027156303,0.7601753532214627,0.15749210373301323,High Risk / Low Return,0.14096120424361164,1025.0,Low Priority Target
Tony Stewart,2011,11.8,5,95.0,2403,108088,402767,4842,32221.36,12105.0,-0.5899048923099697,0.3811654814837293,0.2724073145864262,Safe but Moderate,0.37027686402157634,327.0,Low Priority Target
Carl Edwards,2011,9.4,1,100.8,2403,240469,218178,7648,17454.24,19120.0,-0.8479045531856497,0.5933985752627935,0.08270268136302557,High Risk / Low Return,0.37674747608541065,310.0,Low Priority Target
Kevin Harvick,2011,11.1,4,92.2,2345,123130,397178,8536,31774.24,21340.0,-0.568632827093316,0.4167961169544581,0.28804845657914396,High Risk / Low Return,0.425147098131142,192.0,Low Priority Target
Matt Kenseth,2011,11.8,3,97.8,2330,141756,366618,7768,29329.440000000002,19420.0,-0.6561031631818054,0.46734275448312523,0.22373237194060547,High Risk / Low Return,0.3884385679084987,273.0,Low Priority Target
Brad Keselowski,2011,14.4,3,86.2,2319,122088,308810,7189,24704.8,17972.5,-0.6504382085053404,0.4711263105213698,0.22789775783870486,High Risk / Low Return,0.36985630218036214,329.0,Low Priority Target
Jimmie Johnson,2011,11.7,2,98.3,2304,116292,383908,14017,30712.64,35042.5,-0.43456867196367766,0.4664815941829994,0.38662452172183454,High Risk / Low Return,0.527913360278501,51.0,Medium Priority Target
Dale Earnhardt Jr.,2011,14.4,0,81.8,2290,136249,262000,11744,20960.0,29360.0,-0.6306761884490896,0.5612924017264389,0.24242857835916679,High Risk / Low Return,0.4690171054476573,109.0,Medium Priority Target
Jeff Gordon,2011,12.9,3,95.6,2287,110670,421142,16998,33691.36,42495.0,-0.31158977139242794,0.4470717635983835,0.47704970735154606,High Risk / Low Return,0.5837806238566738,25.0,Medium Priority Target
Ryan Newman,2011,13.5,1,87.5,2284,93738,310622,12145,24849.760000000002,30362.5,-0.41099383387740296,0.48543510905663084,0.40395887013639625,High Risk / Low Return,0.5159273705936565,60.0,Medium Priority Target
Denny Hamlin,2011,15.5,1,87.4,2284,92469,255123,7494,20409.84,18735.0,-0.5766706680076567,0.5021014971868858,0.28213831058365063,High Risk / Low Return,0.3977832751203939,246.0,Low Priority Target
Kurt Busch,2011,13.9,2,93.6,2262,143947,267332,10092,21386.56,25230.0,-0.6761546958255469,0.5154108958452137,0.2089886756394659,High Risk / Low Return,0.42600572187167907,185.0,Low Priority Target
Kyle Busch,2011,12.6,4,103.2,2246,112534,357708,11486,28616.64,28715.0,-0.49053939253914375,0.4224737252206593,0.3454697970141359,High Risk / Low Return,0.4790405940972028,94.0,Medium Priority Target
Clint Bowyer,2011,15.0,1,87.5,1047,138874,233692,4358,18695.36,10895.0,-0.7869265665279318,0.5810341528449964,0.1275391999628615,High Risk / Low Return,0.286101897956583,620.0,Low Priority Target
Kasey Kahne,2011,15.7,1,88.2,1041,139708,260239,4773,20819.12,11932.5,-0.7655709050304922,0.588336138695924,0.14324180948515475,High Risk / Low Return,0.29436019385898005,593.0,Low Priority Target
AJ Allmendinger,2011,15.5,0,81.5,1013,99017,101993,2229,8159.4400000000005,5572.5,-0.8613173495460376,0.5712496532055074,0.07284038307390643,High Risk / Low Return,0.24130033819395164,767.0,Low Priority Target
Greg Biffle,2011,16.1,0,87.1,997,92808,173624,8061,13889.92,20152.5,-0.6331951986897681,0.5708325122638658,0.24057637470830934,High Risk / Low Return,0.4414083224147368,152.0,Low Priority Target
Paul Menard,2011,17.6,1,79.2,947,139138,268485,8563,21478.8,21407.5,-0.691771478675847,0.6075871605102251,0.19750580758959968,High Risk / Low Return,0.373996339036316,320.0,Low Priority Target
Martin Truex Jr.,2011,17.4,0,82.2,937,144302,207584,8169,16606.72,20422.5,-0.7433908053942426,0.6363058224805642,0.159550620326502,High Risk / Low Return,0.3810163770958061,293.0,Low Priority Target
Marcos Ambrose,2011,17.9,1,76.6,936,137638,220178,5253,17614.24,13132.5,-0.7766115462299655,0.6090885310507335,0.13512373373967346,High Risk / Low Return,0.29597907275065405,585.0,Low Priority Target
Jeff Burton,2011,17.3,0,81.6,935,102713,146852,3863,11748.16,9657.5,-0.7915973635274989,0.5934415858053881,0.12410480850414253,High Risk / Low Return,0.2856625156934131,622.0,Low Priority Target
Juan Pablo Montoya,2011,18.1,0,76.1,932,130329,94169,1414,7533.52,3535.0,-0.9150724704401937,0.6286157437621211,0.033314767193274454,High Risk / Low Return,0.1775259627350052,949.0,Low Priority Target
Mark Martin,2011,18.1,0,74.8,930,92719,112736,1899,9018.880000000001,4747.5,-0.8515257929874135,0.5906697391606329,0.08004001907085072,High Risk / Low Return,0.20856957481665822,874.0,Low Priority Target
David Ragan,2011,18.5,1,78.7,906,112890,230568,9936,18445.44,24840.0,-0.6165697581716715,0.5903510590824805,0.25280089889938084,High Risk / Low Return,0.43359888666186397,169.0,Low Priority Target
Joey Logano,2011,18.8,0,73.3,902,101700,91270,3047,7301.6,7617.5,-0.8533028515240904,0.6068539409257763,0.07873336526838993,High Risk / Low Return,0.28104632474878166,638.0,Low Priority Target
Brian Vickers,2011,20.1,0,70.5,846,52839,141736,3330,11338.880000000001,8325.0,-0.6278529116750884,0.5707999869990149,0.2445045062231112,High Risk / Low Return,0.2978316720181246,578.0,Low Priority Target
Regan Smith,2011,20.9,1,70.0,820,53384,209420,8819,16753.6,22047.5,-0.273169863629552,0.5542979532812512,0.505299490649305,High Risk / Low Return,0.4984544554824738,73.0,Medium Priority Target
Jamie McMurray,2011,21.2,0,70.5,795,63493,97614,1938,7809.12,4845.0,-0.8007005496668925,0.5929436731474098,0.11741132455971924,High Risk / Low Return,0.21633839307760458,838.0,Low Priority Target
David Reutimann,2011,21.5,0,68.7,757,67069,134891,6615,10791.28,16537.5,-0.5925273971581506,0.6003716462926426,0.2704790123605156,High Risk / Low Return,0.42575526574095174,187.0,Low Priority Target
Bobby Labonte,2011,23.8,0,59.2,670,57531,112511,2676,9000.880000000001,6690.0,-0.7272621716987363,0.6139435070254244,0.17140984730848996,High Risk / Low Return,0.24603704564370513,746.0,Low Priority Target
David Gilliland,2011,27.6,0,48.2,572,87051,199910,4696,15992.800000000001,11740.0,-0.6814189383235115,0.6807699980492058,0.20511792949628926,High Risk / Low Return,0.26286478652515743,687.0,Low Priority Target
Casey Mears,2011,28.2,0,50.3,541,57736,107950,2426,8636.0,6065.0,-0.7453755022862686,0.6574470824526082,0.15809129206737366,High Risk / Low Return,0.21088378998657925,859.0,Low Priority Target
Dave Blaney,2011,29.4,0,45.0,508,57710,91475,1361,7318.0,3402.5,-0.8142349679431641,0.6691644975172711,0.10745959886257042,High Risk / Low Return,0.14403922591029025,1019.0,Low Priority Target
Andy Lally,2011,30.3,0,38.2,398,51619,211459,3054,16916.72,7635.0,-0.5243666091942889,0.6743346309144097,0.3205969746749429,High Risk / Low Return,0.2475164745166083,741.0,Low Priority Target
Robby Gordon,2011,32.8,0,41.1,268,63975,58574,2104,4685.92,5260.0,-0.8445342711996874,0.7130950897282105,0.0851808168219497,High Risk / Low Return,0.21449678827370358,845.0,Low Priority Target
J.J. Yeley,2011,36.6,0,36.4,192,73252,148508,6683,11880.64,16707.5,-0.6097288811226997,0.7588163061426402,0.257830929043982,High Risk / Low Return,0.32769771641129797,468.0,Low Priority Target
Michael McDowell,2011,39.3,0,33.6,139,65261,89268,3715,7141.4400000000005,9287.5,-0.74825791820536,0.7765371740320905,0.15597187976709154,High Risk / Low Return,0.24361881360618431,757.0,Low Priority Target
Tony Raines,2011,32.3,0,33.9,129,51431,197054,3082,15764.32,7705.0,-0.5436736598549513,0.7000366783716785,0.30640068871171655,High Risk / Low Return,0.23401218895299544,790.0,Low Priority Target
Ken Schrader,2011,28.4,0,40.6,110,59067,158750,5051,12700.0,12627.5,-0.571207273096653,0.6733139396074957,0.28615549155291536,High Risk / Low Return,0.3166242489243647,511.0,Low Priority Target
Terry Labonte,2011,29.9,0,40.6,102,87481,128325,1825,10266.0,4562.5,-0.8304946216892811,0.7157241762520237,0.09550403411578985,High Risk / Low Return,0.14495701577839723,1017.0,Low Priority Target
Bill Elliott,2011,22.5,0,50.9,100,77037,97814,1155,7825.12,2887.5,-0.860941885068214,0.6388192720947816,0.07311645844087467,High Risk / Low Return,0.1538988413125257,998.0,Low Priority Target
